,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,PC_12,PC_13,PC_14
residual_load_midday,0.016183606139561994,0.11452727857960766,-0.19505416957022345,-0.18240003367583882,0.0368283810040856,-0.13741641048718084,0.027057213749498005,0.015325602365020176,0.05434443537182811,0.08119268336749598,0.07014433300018405,0.07478716557935813,0.0198509659926053,-0.006584919030581334
residual_load_evening,-0.09176441094961794,0.07888898920035867,-0.09543781225948755,-0.17134997682085218,-0.028462258384217523,-0.15923789160585058,0.12058320326859101,0.19677768131487058,0.023147132004816887,0.04285320318993375,-0.044080573971262096,-0.014861808340457899,0.0037297913694048467,0.05756827992469942
residual_load_night,-0.11320621594783335,0.04688937985617068,-0.04117133008168139,-0.08753934465414957,-0.05090136129481029,-0.15935707291263018,0.1544663069473348,0.2664760572752037,-0.1218355552871529,-0.0008371876713853716,-0.1087362100375632,-0.01528478141242571,-0.032294501625480705,0.08567395774237772
evening_ramp_load,0.048525272435938974,0.00028843920148428464,-0.16888514838088806,0.2067097753337983,-0.005357426884365353,0.08172764419989148,0.24210782308656917,0.0007485125358295152,0.04107333189613314,0.004252896191952378,-0.020806451649647312,-0.09371012247310365,0.027977269731037382,-0.0678995650104544
morning_ramp_load,0.033635548507550905,0.017189606662714785,0.11746803167383477,-0.2871922626298578,7.667886318579377e-05,-0.06357669933071236,-0.13268685364893015,-0.0041864554582595566,-0.05155019177022514,0.11517606453076971,0.047627151872058314,0.031719788485399164,-0.050792261264361406,0.04171938962352721
evening_ramp_residual,-0.11001359817645288,-0.06866711228771419,0.15488463294197927,0.06480841336531838,-0.07455082001643241,0.019441062508286103,0.08314566948782617,0.17232455632994914,-0.046508669107263555,-0.0614243323241806,-0.1321181731372404,-0.10953901036990413,-0.0215946590567236,0.06448222768789173
night_decay_residual,-0.047349589685912206,-0.05789544512593995,0.1004504046111278,0.15372128640536506,-0.045554504691975306,-0.009653392504417506,0.07337847463920713,0.1479085330459829,-0.28208635849466934,-0.082883944939617,-0.12901603606581064,-0.0017061670682047433,-0.07021046167958309,0.058355116090491446
solar_concentration,0.14092836855958227,0.05183188441554324,-0.12991112701946847,0.037711489931603503,0.006945380544225274,0.027382551563834193,0.04168065294705481,0.09362296207584306,-0.033666253472037624,0.08500370765112324,-0.021864818326135554,-0.1043182405982474,0.017071348965023755,0.023671348722233608
wind_diurnal_amp,0.05604521843248382,0.013680554125123924,-0.04244379771683184,-0.03035101938398171,0.01577211634717358,0.08976601227320971,0.0529213001040434,-0.23431168714154688,0.08290833323349853,0.03189116272769026,0.05332325498891011,-0.032639523516496065,0.12350361643868174,-0.11493433300011162
ttf_momentum_x_rl_evening,-0.0029171393114918094,-0.01802579388087421,0.08452879161389423,0.03705323151440943,0.3779301977339244,-0.058922361967080915,0.05424722453973081,0.039983838666126134,0.09964911635920051,0.08687166940339246,-0.0988539950411929,0.030545480198830383,-0.1753632555487563,-0.14705892290684466
ttf_momentum3d_x_rl_evening,-0.019380432937896524,-0.018574409886056277,0.08904895009201738,0.036268823794117666,0.3271928492846421,-0.011374668937223777,-0.014402252186679483,0.05148705121850044,-0.0064181635909503175,0.026168517677764392,-0.21888790070129077,0.23591975360646691,0.21889790071062173,-0.025454091918228554
